Location,Date,SO2,CO,O3,NO2,PM10,PM25
광주,2015-02-23,0.003,0.395,0.029,0.013,252.745,45.848
광주,2015-02-24,0.004,0.507,0.027,0.02,84.509,28.435
광주,2015-02-25,0.005,0.89,0.01,0.038,83.178,41.209
광주,2015-02-26,0.004,0.626,0.024,0.021,58.458,34.03
광주,2015-02-27,0.004,0.406,0.031,0.014,31.073,17.104
광주,2015-02-28,0.003,0.502,0.022,0.021,37.97,23.673
광주,2015-03-01,0.004,0.486,0.033,0.012,90.714,34.31
광주,2015-03-02,0.004,0.588,0.023,0.024,113.158,32.406
광주,2015-03-03,0.003,0.585,0.021,0.024,56.643,28.688
광주,2015-03-04,0.003,0.352,0.034,0.008,40.927,14.339
광주,2015-03-05,0.004,0.495,0.029,0.02,39.458,27.256
광주,2015-03-06,0.004,0.598,0.021,0.03,54.874,36.922
광주,2015-03-07,0.004,0.561,0.02,0.029,50.149,33.565
광주,2015-03-08,0.006,0.625,0.028,0.027,51.571,33.94
광주,2015-03-09,0.004,0.454,0.04,0.016,47.098,28.463
광주,2015-03-10,0.003,0.371,0.034,0.009,34.662,11.312
광주,2015-03-11,0.007,0.594,0.036,0.019,71.277,35.168
광주,2015-03-12,0.004,0.42,0.033,0.02,33.365,16.162
광주,2015-03-13,0.004,0.753,0.018,0.042,79.839,57.661
광주,2015-03-14,0.004,0.518,0.026,0.026,44.317,28.09
광주,2015-03-15,0.004,0.545,0.022,0.026,46.22,29.946
광주,2015-03-16,0.005,0.7,0.026,0.037,97.235,56.452
광주,2015-03-17,0.006,0.846,0.026,0.043,125.769,76.094
광주,2015-03-18,0.004,0.691,0.021,0.03,56.156,41.419
광주,2015-03-19,0.003,0.504,0.038,0.017,18.494,12.708
광주,2015-03-20,0.005,0.739,0.034,0.027,87.518,50.911
광주,2015-03-21,0.006,0.923,0.044,0.027,134.571,71.655
광주,2015-03-22,0.006,0.781,0.047,0.016,169.78,86.768
광주,2015-03-23,0.004,0.384,0.037,0.015,49.044,11.338
광주,2015-03-24,0.004,0.451,0.03,0.022,37.695,15.841
광주,2015-03-25,0.003,0.487,0.025,0.027,37.252,20.92
광주,2015-03-26,0.004,0.486,0.026,0.027,42.665,24.389
광주,2015-03-27,0.005,0.599,0.029,0.034,66.494,36.03
광주,2015-03-28,0.004,0.521,0.032,0.028,51.387,31.625
광주,2015-03-29,0.004,0.521,0.039,0.021,66.497,36.898
광주,2015-03-30,0.005,0.713,0.042,0.025,130.764,68.964
광주,2015-03-31,0.004,0.63,0.029,0.028,63.603,47.603
대구,2015-01-01,0.002,0.266,0.022,0.007,46.615,12.781
대구,2015-01-02,0.003,0.335,0.017,0.016,27.799,15.337
대구,2015-01-03,0.004,0.504,0.009,0.028,35.364,21.251
대구,2015-01-04,0.005,0.724,0.007,0.034,51.55,33.259
대구,2015-01-05,0.008,1.19,0.003,0.056,110.261,71.596
대구,2015-01-06,0.003,0.5,0.018,0.025,47.572,30.094
대구,2015-01-07,0.004,0.309,0.019,0.018,28.274,13.613
대구,2015-01-08,0.004,0.39,0.013,0.026,44.734,21.984
대구,2015-01-09,0.005,0.471,0.014,0.026,53.473,33.548
대구,2015-01-10,0.004,0.449,0.016,0.025,45.792,27.036
대구,2015-01-11,0.004,0.492,0.016,0.023,38.9,24.316
대구,2015-01-12,0.004,0.513,0.014,0.03,56.973,33.979
대구,2015-01-13,0.006,0.785,0.006,0.047,70,45
대구,2015-01-14,0.01,1.046,0.003,0.057,95.914,61.238
대구,2015-01-15,0.007,0.726,0.006,0.041,61.076,39.272
대구,2015-01-16,0.007,0.903,0.013,0.032,83.367,58.793
대구,2015-01-17,0.003,0.369,0.024,0.015,39.17,23.654
대구,2015-01-18,0.004,0.368,0.019,0.02,29.41,16.973
대구,2015-01-19,0.004,0.537,0.02,0.02,66.86,41.403
대구,2015-01-20,0.006,0.617,0.01,0.038,64.647,37.794
대구,2015-01-21,0.006,1.041,0.002,0.049,94.685,61.826
대구,2015-01-22,0.003,0.55,0.007,0.031,41.206,30.387
대구,2015-01-23,0.004,0.597,0.008,0.032,54.977,38.328
대구,2015-01-24,0.004,0.537,0.013,0.03,58.484,38.287
대구,2015-01-25,0.005,0.848,0.003,0.038,82.016,56.157
대구,2015-01-26,0.004,0.722,0.006,0.035,65.604,46.822
대구,2015-01-27,0.004,0.482,0.02,0.019,56.249,38.903
대구,2015-01-28,0.004,0.389,0.012,0.024,38.984,22.116
대구,2015-01-29,0.004,0.595,0.003,0.033,52.301,34.457
대구,2015-01-30,0.004,0.378,0.018,0.018,37.734,25.154
대구,2015-01-31,0.004,0.343,0.02,0.018,36.037,20.874
대구,2015-02-01,0.003,0.481,0.012,0.026,39.254,24.84
대구,2015-02-02,0.006,0.734,0.006,0.04,55.76,34.705
대구,2015-02-03,0.007,0.808,0.007,0.043,72.226,45.674
대구,2015-02-04,0.008,0.794,0.018,0.032,80.414,55
대구,2015-02-05,0.007,0.76,0.022,0.029,90.439,61.043
대구,2015-02-06,0.005,0.544,0.015,0.035,64.651,40.708
대구,2015-02-07,0.004,0.43,0.017,0.026,47.862,29.339
대구,2015-02-08,0.003,0.292,0.031,0.008,51.251,18.583
대구,2015-02-09,0.003,0.301,0.024,0.013,27.876,12.097
대구,2015-02-10,0.008,0.508,0.021,0.028,68.859,39.714
대구,2015-02-11,0.008,0.746,0.019,0.039,88.805,55.222
대구,2015-02-12,0.004,0.421,0.026,0.021,51.022,27.317
대구,2015-02-13,0.003,0.342,0.022,0.02,31.766,14.958
대구,2015-02-14,0.005,0.569,0.018,0.033,54.582,32.222
대구,2015-02-15,0.007,0.865,0.018,0.038,103.229,63.755
대구,2015-02-16,0.003,0.505,0.023,0.022,42.194,26.478
대구,2015-02-17,0.003,0.501,0.021,0.017,58.854,32.551
대구,2015-02-18,0.003,0.592,0.032,0.01,59.505,40.421
대구,2015-02-19,0.003,0.557,0.027,0.014,49.346,37.011
대구,2015-02-20,0.003,0.505,0.021,0.016,36.404,24.574
대구,2015-02-21,0.003,0.474,0.013,0.021,30.518,19.204
대구,2015-02-22,0.003,0.66,0.019,0.018,64.649,33.508
대구,2015-02-23,0.002,0.383,0.021,0.013,279.255,49.527
대구,2015-02-24,0.004,0.491,0.017,0.02,116.556,33.829
대구,2015-02-25,0.006,0.748,0.005,0.04,89.185,40.82
대구,2015-02-26,0.004,0.604,0.018,0.024,74.702,34.223
대구,2015-02-27,0.003,0.338,0.024,0.018,31.128,16.529
대구,2015-02-28,0.004,0.574,0.009,0.035,55.589,31.964
대구,2015-03-01,0.002,0.449,0.022,0.019,58.984,30.043
대구,2015-03-02,0.004,0.494,0.021,0.025,99.224,27.182
대구,2015-03-03,0.004,0.703,0.005,0.04,57.065,31.918
대구,2015-03-04,0.002,0.29,0.03,0.01,37.048,14.214
대구,2015-03-05,0.003,0.395,0.026,0.02,44.411,27.258
대구,2015-03-06,0.003,0.479,0.019,0.026,39.157,22.984
대구,2015-03-07,0.004,0.477,0.018,0.028,42.351,25.461
대구,2015-03-08,0.004,0.58,0.023,0.023,50.672,30.427
대구,2015-03-09,0.004,0.433,0.029,0.017,46.583,20.167
대구,2015-03-10,0.002,0.242,0.031,0.008,33.774,10.983
대구,2015-03-11,0.004,0.355,0.034,0.014,55.309,25.697
대구,2015-03-12,0.004,0.334,0.03,0.019,37.175,16.942
대구,2015-03-13,0.005,0.616,0.022,0.035,68.016,39.589
대구,2015-03-14,0.004,0.439,0.026,0.027,48.516,27.421
대구,2015-03-15,0.005,0.591,0.023,0.032,55.272,33.497
대구,2015-03-16,0.007,0.71,0.019,0.045,83.936,45.69
대구,2015-03-17,0.008,0.799,0.019,0.051,104.654,56.022
대구,2015-03-18,0.003,0.545,0.031,0.026,58.538,32.746
대구,2015-03-19,0.002,0.505,0.023,0.027,32.473,19.639
대구,2015-03-20,0.004,0.656,0.019,0.03,76.489,37.881
대구,2015-03-21,0.005,0.598,0.024,0.03,90.833,36.901
대구,2015-03-22,0.004,0.491,0.038,0.017,105.875,40.307
대구,2015-03-23,0.003,0.251,0.034,0.01,49.119,11.573
대구,2015-03-24,0.003,0.353,0.028,0.019,46.979,21.417
대구,2015-03-25,0.004,0.416,0.024,0.027,47.278,25.61
대구,2015-03-26,0.004,0.452,0.026,0.03,53.096,29.882
대구,2015-03-27,0.007,0.564,0.034,0.034,78.351,44.497
대구,2015-03-28,0.006,0.538,0.031,0.029,54.566,33.209
대구,2015-03-29,0.004,0.4,0.039,0.017,89.672,30.289
대구,2015-03-30,0.005,0.536,0.04,0.023,82.702,41.644
대구,2015-03-31,0.004,0.77,0.012,0.044,109.032,70.594
대전,2015-01-01,0.002,0.183,0.028,0.002,51.125,10.667
대전,2015-01-02,0.002,0.242,0.02,0.008,24.208,12.458
대전,2015-01-03,0.002,0.375,0.008,0.015,30.458,17.75
대전,2015-01-04,0.002,0.525,0.009,0.019,46.417,31.833
대전,2015-01-05,0.003,0.927,0.003,0.031,87.591,65.5
대전,2015-01-06,0.002,0.322,0.025,0.01,43.478,28.174
대전,2015-01-07,0.003,0.275,0.024,0.008,28.583,9.667
대전,2015-01-08,0.003,0.383,0.011,0.014,37.875,18.167
대전,2015-01-09,0.003,0.563,0.005,0.018,51.167,34.083
대전,2015-01-10,0.002,0.379,0.019,0.012,44.25,28.042
대전,2015-01-11,0.002,0.267,0.034,0.005,32.375,21.458
대전,2015-01-12,0.002,0.4,0.018,0.013,46.095,27.19
대전,2015-01-13,0.002,0.696,0.004,0.023,65.625,42.25
대전,2015-01-14,0.003,0.692,0.002,0.026,71.75,50.458
대전,2015-01-15,0.002,0.787,0.003,0.028,91.625,67.458
대전,2015-01-16,0.003,0.796,0.017,0.016,90.917,71
대전,2015-01-17,0.002,0.246,0.032,0.005,30.583,18.083
대전,2015-01-18,0.002,0.346,0.018,0.011,28.625,16.958
대전,2015-01-19,0.003,0.421,0.03,0.007,71.708,41.125
대전,2015-01-20,0.002,0.469,0.004,0.018,43.846,23.077
대전,2015-01-21,0.002,0.783,0.002,0.028,73.333,48.042
대전,2015-01-22,0.002,0.441,0.008,0.02,56.5,48.136
대전,2015-01-23,0.002,0.554,0.013,0.016,58,40.25
대전,2015-01-24,0.003,0.429,0.015,0.017,43.708,29.083
대전,2015-01-25,0.002,0.554,0.007,0.018,63.292,48.292
대전,2015-01-26,0.002,0.492,0.013,0.018,53.792,47.208
대전,2015-01-27,0.002,0.396,0.029,0.006,47.708,34.375
대전,2015-01-28,0.002,0.296,0.015,0.012,43.708,20.75
대전,2015-01-29,0.002,0.542,0.003,0.02,63.208,44.333
대전,2015-01-30,0.002,0.353,0.019,0.01,36.053,24
대전,2015-01-31,0.003,0.317,0.024,0.007,31.043,15.522
대전,2015-02-01,0.002,0.454,0.013,0.013,41.792,27.125
대전,2015-02-02,0.003,0.588,0.009,0.017,48.417,30.667
대전,2015-02-03,0.002,0.646,0.004,0.024,74.458,48.625
대전,2015-02-04,0.003,0.825,0.012,0.019,90.542,69.708
대전,2015-02-05,0.002,0.605,0.031,0.012,83.19,63.143
대전,2015-02-06,0.002,0.392,0.02,0.015,54.583,37.25
대전,2015-02-07,0.002,0.337,0.018,0.014,42,27.542
대전,2015-02-08,0.002,0.188,0.038,0.002,65.792,13.458
대전,2015-02-09,0.002,0.235,0.028,0.006,28.65,11.65
대전,2015-02-10,0.007,0.442,0.038,0.01,89.167,53.833
대전,2015-02-11,0.004,0.442,0.038,0.012,91.875,61.083
대전,2015-02-12,0.003,0.252,0.038,0.006,38.522,21.435
대전,2015-02-13,0.003,0.254,0.032,0.008,26.583,12.958
대전,2015-02-14,0.002,0.4,0.025,0.017,64.875,39.167
대전,2015-02-15,0.002,0.579,0.029,0.017,95.792,64.958
대전,2015-02-16,0.002,0.392,0.035,0.013,29.5,22.333
대전,2015-02-17,0.002,0.371,0.043,0.006,66.619,41.333
대전,2015-02-18,0.002,0.421,0.044,0.006,59.375,46.583
대전,2015-02-19,0.002,0.392,0.03,0.01,52.417,41.667
대전,2015-02-20,0.002,0.442,0.025,0.014,48.625,38.583
대전,2015-02-21,0.002,0.229,0.024,0.012,24.81,18.571
대전,2015-02-22,0.001,0.278,0.034,0.007,132.833,32
대전,2015-02-23,0.002,0.229,0.031,0.006,327.25,46.833
대전,2015-02-24,0.003,0.388,0.017,0.012,96.647,30
대전,2015-02-25,0.005,0.538,0.011,0.019,76.292,40.667
대전,2015-02-26,0.003,0.192,0.04,0.005,41.292,22.083
대전,2015-02-27,0.004,0.188,0.031,0.008,30.75,16.083
대전,2015-02-28,0.003,0.279,0.017,0.015,49.75,29.583
대전,2015-03-01,0.002,0.217,0.038,0.004,95.667,44.583
대전,2015-03-02,0.003,0.287,0.026,0.011,83.826,30.435
대전,2015-03-03,0.003,0.261,0.027,0.013,53.652,29.043
대전,2015-03-04,0.003,0.133,0.041,0.003,36.333,11.833
대전,2015-03-05,0.003,0.25,0.028,0.012,43.667,31.417
대전,2015-03-06,0.004,0.433,0.01,0.021,58.667,41.5
대전,2015-03-07,0.006,0.429,0.024,0.018,66.25,47.083
대전,2015-03-08,0.006,0.404,0.028,0.016,71.739,47.783
대전,2015-03-09,0.005,0.262,0.041,0.009,66.208,36.25
대전,2015-03-10,0.003,0.125,0.041,0.003,30.667,8.25
대전,2015-03-11,0.005,0.225,0.041,0.007,52.167,24.708
대전,2015-03-12,0.003,0.152,0.038,0.008,29.286,11.952
대전,2015-03-13,0.004,0.27,0.053,0.008,69.4,46.85
대전,2015-03-14,0.005,0.343,0.026,0.014,50.304,28.304
대전,2015-03-15,0.005,0.337,0.028,0.013,54.917,36
대전,2015-03-16,0.008,0.448,0.021,0.022,89.783,47.391
대전,2015-03-17,0.006,0.529,0.025,0.028,123.708,66.833
대전,2015-03-18,0.003,0.348,0.033,0.018,60.913,42.391
대전,2015-03-19,0.003,0.271,0.042,0.01,25.19,17.81
대전,2015-03-20,0.006,0.427,0.025,0.02,77.864,37
대전,2015-03-21,0.007,0.504,0.044,0.016,113.625,50.25
대전,2015-03-22,0.005,0.383,0.055,0.005,145.792,72.583
대전,2015-03-23,0.004,0.167,0.042,0.005,47.083,11.042
대전,2015-03-24,0.004,0.229,0.034,0.01,43.25,18.792
대전,2015-03-25,0.003,0.246,0.025,0.015,38.875,21.417
대전,2015-03-26,0.003,0.38,0.003,0.022,45.2,25.9
대전,2015-03-27,0.008,0.383,0.044,0.017,65,35.5
대전,2015-03-28,0.004,0.296,0.035,0.016,50.083,30.042
대전,2015-03-29,0.004,0.23,0.049,0.008,85.87,39.13
대전,2015-03-30,0.003,0.445,0.036,0.018,145.5,70.273
대전,2015-03-31,0.003,0.456,0.017,0.026,127.625,79
부산,2015-01-01,0.004,0.265,0.026,0.01,41.038,13.707
부산,2015-01-02,0.005,0.364,0.024,0.016,31.473,17.709
부산,2015-01-03,0.007,0.422,0.019,0.024,26.59,15.188
부산,2015-01-04,0.009,0.647,0.016,0.031,48.385,26.406
부산,2015-01-05,0.01,0.791,0.011,0.041,90.54,46.888
부산,2015-01-06,0.006,0.409,0.028,0.018,39.145,22.266
부산,2015-01-07,0.005,0.303,0.025,0.018,25.485,13.508
부산,2015-01-08,0.006,0.406,0.017,0.026,48.143,22.916
부산,2015-01-09,0.007,0.419,0.02,0.02,50.053,28.6
부산,2015-01-10,0.007,0.499,0.019,0.023,55.137,30.803
부산,2015-01-11,0.008,0.455,0.023,0.02,47.591,27.116
부산,2015-01-12,0.007,0.457,0.019,0.023,49.117,27.168
부산,2015-01-13,0.008,0.513,0.013,0.03,43.375,22.734
부산,2015-01-14,0.007,0.541,0.008,0.034,48.012,27.983
부산,2015-01-15,0.006,0.528,0.016,0.023,42.554,23.665
부산,2015-01-16,0.009,0.73,0.018,0.024,77.706,47.951
부산,2015-01-17,0.006,0.404,0.029,0.012,39.722,25.151
부산,2015-01-18,0.005,0.299,0.027,0.013,18.936,10.985
부산,2015-01-19,0.007,0.478,0.027,0.017,76.98,38.069
부산,2015-01-20,0.007,0.55,0.018,0.026,66.822,37.14
부산,2015-01-21,0.009,0.644,0.01,0.032,76.016,42.218
부산,2015-01-22,0.006,0.464,0.022,0.017,35.122,22.642
부산,2015-01-23,0.007,0.459,0.023,0.02,48.548,29.596
부산,2015-01-24,0.007,0.511,0.016,0.026,66.323,41.496
부산,2015-01-25,0.009,0.562,0.014,0.027,66.021,39.503
부산,2015-01-26,0.007,0.552,0.009,0.026,51.531,31.777
부산,2015-01-27,0.006,0.47,0.02,0.019,54.784,34.736
부산,2015-01-28,0.006,0.344,0.022,0.016,28.688,16.336
부산,2015-01-29,0.006,0.37,0.02,0.017,24.173,13.324
부산,2015-01-30,0.006,0.399,0.024,0.015,34.993,22.455
부산,2015-01-31,0.006,0.365,0.023,0.019,33.627,20.952
부산,2015-02-01,0.007,0.417,0.018,0.024,37.85,24.189
부산,2015-02-02,0.008,0.523,0.015,0.029,48.538,28.847
부산,2015-02-03,0.008,0.497,0.017,0.028,50.977,29.979
부산,2015-02-04,0.008,0.532,0.019,0.025,69.126,45.698
부산,2015-02-05,0.009,0.613,0.033,0.018,83.767,56.755
부산,2015-02-06,0.007,0.452,0.025,0.025,57.981,35.593
부산,2015-02-07,0.008,0.472,0.02,0.026,55.483,32.367
부산,2015-02-08,0.006,0.31,0.034,0.01,55.466,24.548
부산,2015-02-09,0.005,0.293,0.027,0.011,27.442,11.963
부산,2015-02-10,0.01,0.452,0.026,0.022,72.293,38.572
부산,2015-02-11,0.011,0.467,0.032,0.024,87.202,47.976
부산,2015-02-12,0.008,0.425,0.028,0.02,72.674,37.763
부산,2015-02-13,0.006,0.349,0.023,0.018,31.061,14.124
부산,2015-02-14,0.009,0.409,0.028,0.022,47.168,26.048
부산,2015-02-15,0.012,0.658,0.029,0.028,110.805,61.793
부산,2015-02-16,0.007,0.411,0.031,0.021,56.144,33.23
부산,2015-02-17,0.005,0.437,0.027,0.016,66.151,33.674
부산,2015-02-18,0.005,0.509,0.035,0.013,60,39.005
부산,2015-02-19,0.006,0.477,0.032,0.014,42.177,31.376
부산,2015-02-20,0.006,0.372,0.028,0.017,25.815,17.057
부산,2015-02-21,0.007,0.33,0.022,0.021,26.515,14.551
부산,2015-02-22,0.008,0.369,0.026,0.016,36.356,18.683
부산,2015-02-23,0.006,0.419,0.022,0.019,198.941,41.851
부산,2015-02-24,0.006,0.428,0.015,0.026,130.095,33.968
부산,2015-02-25,0.007,0.454,0.02,0.026,108.535,31.082
부산,2015-02-26,0.006,0.401,0.024,0.019,81.845,27.694
부산,2015-02-27,0.006,0.329,0.028,0.014,33.329,17.68
부산,2015-02-28,0.006,0.356,0.03,0.013,44.914,20.836
부산,2015-03-01,0.005,0.338,0.029,0.011,33.812,21.266
부산,2015-03-02,0.006,0.367,0.025,0.018,88.264,24.951
부산,2015-03-03,0.006,0.446,0.013,0.026,48.424,21.746
부산,2015-03-04,0.005,0.313,0.03,0.011,41.01,17.28
부산,2015-03-05,0.006,0.364,0.029,0.016,43.136,23.398
부산,2015-03-06,0.007,0.36,0.028,0.017,34.663,18.866
부산,2015-03-07,0.007,0.383,0.023,0.022,41.483,22.432
부산,2015-03-08,0.008,0.346,0.028,0.017,37.228,19.929
부산,2015-03-09,0.007,0.338,0.035,0.014,50.501,21.772
부산,2015-03-10,0.005,0.284,0.032,0.009,35.112,12.36
부산,2015-03-11,0.007,0.379,0.033,0.012,51.361,22.49
부산,2015-03-12,0.007,0.326,0.034,0.014,51.943,24.676
부산,2015-03-13,0.008,0.441,0.042,0.02,77.97,43.542
부산,2015-03-14,0.008,0.413,0.033,0.022,52.076,30.203
부산,2015-03-15,0.009,0.438,0.03,0.026,47.452,25.618
부산,2015-03-16,0.011,0.602,0.023,0.037,86.623,44.055
부산,2015-03-17,0.012,0.562,0.017,0.042,96.41,45.069
부산,2015-03-18,0.008,0.491,0.029,0.024,43.846,23.9
부산,2015-03-19,0.006,0.42,0.035,0.02,37.625,21.396
부산,2015-03-20,0.008,0.483,0.024,0.026,80.091,39.655
부산,2015-03-21,0.01,0.537,0.032,0.03,100.691,40.738
부산,2015-03-22,0.009,0.468,0.045,0.018,128.261,46.182
부산,2015-03-23,0.005,0.296,0.033,0.013,43.885,11.621
부산,2015-03-24,0.006,0.353,0.032,0.02,49.995,18.695
부산,2015-03-25,0.008,0.365,0.033,0.027,56.515,25.741
부산,2015-03-26,0.008,0.389,0.034,0.025,52.807,27.5
부산,2015-03-27,0.009,0.454,0.036,0.027,67.197,32.769
부산,2015-03-28,0.01,0.412,0.031,0.024,49.142,25.551
부산,2015-03-29,0.009,0.371,0.035,0.02,40,21.799
부산,2015-03-30,0.009,0.386,0.036,0.025,67.973,32.153
부산,2015-03-31,0.009,0.427,0.029,0.029,78.354,45.711
서울,2015-01-01,0.005,0.378,0.019,0.012,66.653,12.8
서울,2015-01-02,0.006,0.48,0.016,0.021,29.135,12.788
서울,2015-01-03,0.007,0.74,0.006,0.04,36.663,19.946
서울,2015-01-04,0.007,0.812,0.005,0.045,41.669,22.7
서울,2015-01-05,0.008,1.104,0.004,0.055,76.681,40.386
서울,2015-01-06,0.005,0.499,0.02,0.022,39.302,16.064
서울,2015-01-07,0.006,0.418,0.019,0.023,34.177,12.267
서울,2015-01-08,0.006,0.616,0.01,0.038,44.177,19.911
서울,2015-01-09,0.007,0.882,0.006,0.049,49.276,26.975
서울,2015-01-10,0.008,0.719,0.011,0.04,37.389,20.019
서울,2015-01-11,0.008,0.562,0.018,0.023,43.929,21.781
서울,2015-01-12,0.007,0.655,0.011,0.039,43.456,22.61
서울,2015-01-13,0.008,1.016,0.005,0.056,58.293,31.284
서울,2015-01-14,0.009,1.119,0.003,0.061,71.724,38.017
서울,2015-01-15,0.008,0.887,0.006,0.054,62.213,33.182
서울,2015-01-16,0.007,0.829,0.013,0.035,81.805,44.55
서울,2015-01-17,0.006,0.447,0.02,0.022,35.705,17.566
서울,2015-01-18,0.006,0.633,0.008,0.038,33.479,17
서울,2015-01-19,0.007,0.678,0.018,0.026,62.793,31.75
서울,2015-01-20,0.006,0.699,0.007,0.043,47.94,24.545
서울,2015-01-21,0.007,0.915,0.004,0.052,59.728,31.806
서울,2015-01-22,0.007,0.801,0.009,0.043,45.851,25.276
서울,2015-01-23,0.007,0.765,0.01,0.042,42.917,24.997
서울,2015-01-24,0.008,0.739,0.011,0.047,52.9,29.23
서울,2015-01-25,0.006,0.792,0.007,0.043,60.595,34.255
서울,2015-01-26,0.005,0.71,0.014,0.033,40.701,25.686
서울,2015-01-27,0.006,0.516,0.02,0.022,48.301,24.743
서울,2015-01-28,0.006,0.536,0.013,0.033,44.093,17.762
서울,2015-01-29,0.006,0.792,0.004,0.046,50.29,26.077
서울,2015-01-30,0.006,0.515,0.019,0.024,38.692,18.99
서울,2015-01-31,0.006,0.506,0.016,0.03,40.551,18.746
서울,2015-02-01,0.006,0.579,0.013,0.036,31.254,16.844
서울,2015-02-02,0.006,0.804,0.006,0.053,42.741,22.663
서울,2015-02-03,0.008,0.952,0.004,0.062,60.292,32.623
서울,2015-02-04,0.009,1.1,0.011,0.057,78.928,46.753
서울,2015-02-05,0.01,0.881,0.02,0.04,92.562,52.474
서울,2015-02-06,0.008,0.666,0.014,0.044,53.196,28.794
서울,2015-02-07,0.008,0.74,0.014,0.044,46.606,25.36
서울,2015-02-08,0.005,0.317,0.026,0.011,100.693,15.261
서울,2015-02-09,0.007,0.514,0.015,0.028,39.683,16.882
서울,2015-02-10,0.013,0.869,0.01,0.046,98.205,47.005
서울,2015-02-11,0.009,0.844,0.013,0.048,88.906,44.607
서울,2015-02-12,0.006,0.384,0.026,0.02,35.32,13.149
서울,2015-02-13,0.006,0.452,0.02,0.029,31.04,15.827
서울,2015-02-14,0.007,0.746,0.009,0.053,56.057,30.234
서울,2015-02-15,0.008,0.73,0.021,0.041,77.574,38.901
서울,2015-02-16,0.005,0.632,0.018,0.036,41.791,24.149
서울,2015-02-17,0.006,0.679,0.023,0.025,65.342,36.568
서울,2015-02-18,0.006,0.713,0.024,0.024,62.105,41.663
서울,2015-02-19,0.006,0.794,0.015,0.037,62.285,38.93
서울,2015-02-20,0.005,0.755,0.017,0.038,50.617,32.573
서울,2015-02-21,0.005,0.564,0.012,0.037,24.796,15.875
서울,2015-02-22,0.005,0.506,0.019,0.023,256.779,32.883
서울,2015-02-23,0.004,0.486,0.019,0.023,578.045,65.336
서울,2015-02-24,0.006,0.597,0.017,0.034,108.052,27.328
서울,2015-02-25,0.007,0.633,0.014,0.041,71.521,25.733
서울,2015-02-26,0.005,0.407,0.028,0.018,33.681,17.545
서울,2015-02-27,0.005,0.388,0.024,0.021,31.026,16.505
서울,2015-02-28,0.006,0.584,0.01,0.042,43.318,22.899
서울,2015-03-01,0.005,0.462,0.025,0.022,97.461,28.087
서울,2015-03-02,0.007,0.572,0.017,0.038,89.508,24.588
서울,2015-03-03,0.006,0.546,0.02,0.036,52.541,23.708
서울,2015-03-04,0.005,0.364,0.03,0.015,42.056,17.193
서울,2015-03-05,0.005,0.529,0.018,0.035,41.145,25.027
서울,2015-03-06,0.007,0.717,0.01,0.051,45.766,26.975
서울,2015-03-07,0.007,0.766,0.015,0.052,50.737,28.339
서울,2015-03-08,0.009,0.837,0.021,0.051,85.731,47.086
서울,2015-03-09,0.007,0.499,0.03,0.025,70.824,32.934
서울,2015-03-10,0.005,0.314,0.029,0.013,31.937,10.087
서울,2015-03-11,0.006,0.445,0.026,0.025,39.915,16.65
서울,2015-03-12,0.006,0.389,0.025,0.026,31.541,12.378
서울,2015-03-13,0.006,0.474,0.025,0.03,42.798,20.399
서울,2015-03-14,0.006,0.496,0.021,0.037,38.549,18.972
서울,2015-03-15,0.008,0.652,0.017,0.047,43.098,24.147
서울,2015-03-16,0.008,0.799,0.014,0.06,91.921,43.126
서울,2015-03-17,0.011,1.118,0.007,0.079,128.604,64.204
서울,2015-03-18,0.006,0.681,0.019,0.04,76.318,40.17
서울,2015-03-19,0.006,0.578,0.02,0.042,53.323,26.548
서울,2015-03-20,0.008,0.754,0.017,0.055,100.338,35.011
서울,2015-03-21,0.013,0.873,0.029,0.055,171.3,58.305
서울,2015-03-22,0.008,0.658,0.029,0.031,147.901,43.04
서울,2015-03-23,0.005,0.354,0.032,0.018,56.094,14.906
서울,2015-03-24,0.006,0.453,0.02,0.035,42.55,17.248
서울,2015-03-25,0.006,0.495,0.016,0.045,41.584,20.486
서울,2015-03-26,0.007,0.535,0.019,0.047,45.728,21.398
서울,2015-03-27,0.008,0.534,0.02,0.049,52.977,25.288
서울,2015-03-28,0.008,0.557,0.026,0.049,44.356,22.204
서울,2015-03-29,0.007,0.473,0.028,0.032,70.543,30.578
서울,2015-03-30,0.007,0.715,0.022,0.047,151.953,46.351
서울,2015-03-31,0.007,0.737,0.021,0.047,108.648,50.44
울산,2015-01-01,0.005,0.277,0.027,0.008,39.2,10.758
울산,2015-01-02,0.005,0.372,0.025,0.013,29.191,14.397
울산,2015-01-03,0.006,0.445,0.018,0.024,26.601,14.105
울산,2015-01-04,0.009,0.658,0.017,0.029,47.427,28.497
울산,2015-01-05,0.011,0.809,0.015,0.038,77.896,48.083
울산,2015-01-06,0.005,0.601,0.025,0.021,39.376,24.447
울산,2015-01-07,0.005,0.336,0.025,0.016,26.738,11.73
울산,2015-01-08,0.006,0.43,0.018,0.024,42.021,20.021
